,val_brisque,deg_brisque,val_blur,deg_blur
55,"(15.160399436950684, 0.0, 0.0, 0.0)","(46.700801849365234, 0.0, 0.0, 0.0)",231.4451429641081,4957.594402286742
56,"(7.913036823272705, 0.0, 0.0, 0.0)","(41.82475662231445, 0.0, 0.0, 0.0)",367.61029154615244,16.631254888139665
57,"(45.85853958129883, 0.0, 0.0, 0.0)","(45.45637893676758, 0.0, 0.0, 0.0)",3274.932305350298,3284.797384636172
58,"(11.26529312133789, 0.0, 0.0, 0.0)","(44.872432708740234, 0.0, 0.0, 0.0)",1078.361838438004,712.0704755860256
59,"(16.651121139526367, 0.0, 0.0, 0.0)","(48.439945220947266, 0.0, 0.0, 0.0)",1131.2178633639123,346.19717206968926
60,"(18.65793800354004, 0.0, 0.0, 0.0)","(59.759891510009766, 0.0, 0.0, 0.0)",150.58310803174282,7.151561962674801
61,"(7.9930291175842285, 0.0, 0.0, 0.0)","(47.51191329956055, 0.0, 0.0, 0.0)",1286.7651844164357,436.4531602623562
62,"(30.401535034179688, 0.0, 0.0, 0.0)","(29.626598358154297, 0.0, 0.0, 0.0)",1892.89126414125,1902.2201718079302
63,"(19.591123580932617, 0.0, 0.0, 0.0)","(78.31072235107422, 0.0, 0.0, 0.0)",3270.806466474256,38182.663600962434
64,"(8.582537651062012, 0.0, 0.0, 0.0)","(57.25862121582031, 0.0, 0.0, 0.0)",1007.6511553358514,9.921993493457148
65,"(18.530595779418945, 0.0, 0.0, 0.0)","(69.71056365966797, 0.0, 0.0, 0.0)",375.14378611612034,34427.588485371474
66,"(4.9709577560424805, 0.0, 0.0, 0.0)","(76.3830795288086, 0.0, 0.0, 0.0)",2335.62650779578,40887.849139971826
67,"(20.568639755249023, 0.0, 0.0, 0.0)","(20.520797729492188, 0.0, 0.0, 0.0)",308.33758430421346,308.23161334618925
68,"(17.97865104675293, 0.0, 0.0, 0.0)","(40.79723358154297, 0.0, 0.0, 0.0)",1456.5817732404296,18.234362095490926
69,"(3.7347967624664307, 0.0, 0.0, 0.0)","(3.300816535949707, 0.0, 0.0, 0.0)",2716.7473850511014,2756.8968453069683
70,"(11.412618637084961, 0.0, 0.0, 0.0)","(61.361968994140625, 0.0, 0.0, 0.0)",1057.80175615628,13.569142540081014
71,"(36.21240234375, 0.0, 0.0, 0.0)","(75.57646179199219, 0.0, 0.0, 0.0)",186.57242707254582,39325.5917467459
72,"(10.563262939453125, 0.0, 0.0, 0.0)","(61.258602142333984, 0.0, 0.0, 0.0)",635.1184553129266,12.477768473443371
73,"(21.61784553527832, 0.0, 0.0, 0.0)","(73.76395416259766, 0.0, 0.0, 0.0)",517.3775069096946,562.5514107187133
74,"(16.7951717376709, 0.0, 0.0, 0.0)","(16.79304313659668, 0.0, 0.0, 0.0)",206.79052436682397,206.6903478482376
75,"(18.72390365600586, 0.0, 0.0, 0.0)","(59.34084701538086, 0.0, 0.0, 0.0)",2535.7608227558967,23.612548392896652
76,"(24.547441482543945, 0.0, 0.0, 0.0)","(24.618820190429688, 0.0, 0.0, 0.0)",2140.2684571804525,2144.9307830009916
77,"(11.983481407165527, 0.0, 0.0, 0.0)","(11.873900413513184, 0.0, 0.0, 0.0)",663.8056900648396,664.2623268817431
78,"(19.9299373626709, 0.0, 0.0, 0.0)","(19.85457420349121, 0.0, 0.0, 0.0)",1009.8693717470613,1010.2275757121895
79,"(16.325790405273438, 0.0, 0.0, 0.0)","(38.855201721191406, 0.0, 0.0, 0.0)",939.8178630991737,333.231525739034
80,"(26.865524291992188, 0.0, 0.0, 0.0)","(26.61997413635254, 0.0, 0.0, 0.0)",237.05695257573902,237.06008389581822
81,"(8.846141815185547, 0.0, 0.0, 0.0)","(8.5872163772583, 0.0, 0.0, 0.0)",1095.0182352950796,1095.5582448836005
82,"(22.678993225097656, 0.0, 0.0, 0.0)","(72.99493408203125, 0.0, 0.0, 0.0)",2009.5213464538708,852.2478986215424
83,"(15.57330322265625, 0.0, 0.0, 0.0)","(66.29109191894531, 0.0, 0.0, 0.0)",331.1672095717238,95.54954996285602
84,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",1203.6959102394878,1204.0065505242796
85,"(8.170377731323242, 0.0, 0.0, 0.0)","(50.29487228393555, 0.0, 0.0, 0.0)",678.2585688825186,335.7525203565724
86,"(21.34811019897461, 0.0, 0.0, 0.0)","(21.097129821777344, 0.0, 0.0, 0.0)",6844.563753760454,6907.335490349468
87,"(13.546281814575195, 0.0, 0.0, 0.0)","(13.463973999023438, 0.0, 0.0, 0.0)",2750.1028458630162,2744.5771730729543
88,"(0.0, 0.0, 0.0, 0.0)","(84.41207885742188, 0.0, 0.0, 0.0)",1933.6899298432331,147.9457343522701
89,"(17.500885009765625, 0.0, 0.0, 0.0)","(17.240463256835938, 0.0, 0.0, 0.0)",606.7992858951911,605.8493652408943
90,"(14.712908744812012, 0.0, 0.0, 0.0)","(14.640264511108398, 0.0, 0.0, 0.0)",526.4566739664461,527.844611179768
91,"(12.4969482421875, 0.0, 0.0, 0.0)","(12.405716896057129, 0.0, 0.0, 0.0)",746.4645954835798,766.3899467781164
92,"(31.578983306884766, 0.0, 0.0, 0.0)","(52.200721740722656, 0.0, 0.0, 0.0)",1545.4170216688497,809.9714514692373
93,"(11.051994323730469, 0.0, 0.0, 0.0)","(76.32874298095703, 0.0, 0.0, 0.0)",1421.898007411277,645.558131929487
94,"(17.759153366088867, 0.0, 0.0, 0.0)","(56.889747619628906, 0.0, 0.0, 0.0)",1082.144267852727,16.330149022194295
95,"(16.42092514038086, 0.0, 0.0, 0.0)","(16.306886672973633, 0.0, 0.0, 0.0)",6037.210137090189,6097.0853753410665
96,"(28.308134078979492, 0.0, 0.0, 0.0)","(73.05250549316406, 0.0, 0.0, 0.0)",13662.124153850731,46426.02212395154
97,"(23.287187576293945, 0.0, 0.0, 0.0)","(22.513357162475586, 0.0, 0.0, 0.0)",471.3149256100878,477.10482200584374
98,"(1.1601375341415405, 0.0, 0.0, 0.0)","(1.006155252456665, 0.0, 0.0, 0.0)",1309.2975633973856,1310.398202188319
99,"(34.099674224853516, 0.0, 0.0, 0.0)","(56.52509689331055, 0.0, 0.0, 0.0)",6969.295492972786,14.671793427330668
100,"(21.102294921875, 0.0, 0.0, 0.0)","(20.7991943359375, 0.0, 0.0, 0.0)",603.4471354468465,601.9483199638537
101,"(8.179370880126953, 0.0, 0.0, 0.0)","(8.335930824279785, 0.0, 0.0, 0.0)",1396.3138622932536,1403.7636574713706
102,"(15.543987274169922, 0.0, 0.0, 0.0)","(59.63935470581055, 0.0, 0.0, 0.0)",403.96646087425154,10.168689073552006
103,"(29.41075897216797, 0.0, 0.0, 0.0)","(29.519336700439453, 0.0, 0.0, 0.0)",165.70325845456682,165.09911806788296
104,"(22.683818817138672, 0.0, 0.0, 0.0)","(79.22042846679688, 0.0, 0.0, 0.0)",139.27962637815742,40747.40541151998
105,"(17.612775802612305, 0.0, 0.0, 0.0)","(38.25231170654297, 0.0, 0.0, 0.0)",334.8808129143851,284.46171415571695
106,"(4.004318714141846, 0.0, 0.0, 0.0)","(4.090154647827148, 0.0, 0.0, 0.0)",1327.9021669677934,1327.9520906402815
107,"(0.6541119813919067, 0.0, 0.0, 0.0)","(0.8068855404853821, 0.0, 0.0, 0.0)",559.0261116176844,558.8902475640085
108,"(18.857589721679688, 0.0, 0.0, 0.0)","(18.68221092224121, 0.0, 0.0, 0.0)",362.8731050675269,362.72039794921875
109,"(0.0, 0.0, 0.0, 0.0)","(68.04857635498047, 0.0, 0.0, 0.0)",365.8399658203125,29134.685089263832
110,"(14.67763614654541, 0.0, 0.0, 0.0)","(14.683464050292969, 0.0, 0.0, 0.0)",914.8945399427321,914.8050943983253
111,"(26.013368606567383, 0.0, 0.0, 0.0)","(71.88138580322266, 0.0, 0.0, 0.0)",926.2917052304579,36886.85337180137
112,"(14.03853702545166, 0.0, 0.0, 0.0)","(14.02969741821289, 0.0, 0.0, 0.0)",1016.166182476968,1016.0882991693869
113,"(39.47659683227539, 0.0, 0.0, 0.0)","(59.59244155883789, 0.0, 0.0, 0.0)",6472.6779172382985,1673.5884702260562
114,"(0.0, 0.0, 0.0, 0.0)","(55.32469940185547, 0.0, 0.0, 0.0)",769.123022192036,6.8824983662699655
115,"(14.272082328796387, 0.0, 0.0, 0.0)","(13.442763328552246, 0.0, 0.0, 0.0)",1203.1123397496353,1210.9143813066648
116,"(13.73564624786377, 0.0, 0.0, 0.0)","(78.78662872314453, 0.0, 0.0, 0.0)",6290.262041528089,40318.00523089466
117,"(10.119919776916504, 0.0, 0.0, 0.0)","(10.086524963378906, 0.0, 0.0, 0.0)",1051.2498494705653,1051.2311372510917
118,"(4.896912097930908, 0.0, 0.0, 0.0)","(47.84441375732422, 0.0, 0.0, 0.0)",1638.749991689942,19.006137086958148
119,"(8.432607650756836, 0.0, 0.0, 0.0)","(40.85988998413086, 0.0, 0.0, 0.0)",269.53585918282596,16.273216101834997
120,"(6.460681915283203, 0.0, 0.0, 0.0)","(71.07891845703125, 0.0, 0.0, 0.0)",2054.0783861548653,33974.56093191908
121,"(19.709136962890625, 0.0, 0.0, 0.0)","(19.581859588623047, 0.0, 0.0, 0.0)",127.28778287638393,127.2819870072145
122,"(17.089908599853516, 0.0, 0.0, 0.0)","(34.27593231201172, 0.0, 0.0, 0.0)",1717.9451589547098,726.7183892577887
123,"(4.266843318939209, 0.0, 0.0, 0.0)","(3.5368826389312744, 0.0, 0.0, 0.0)",607.4143976646285,613.476713869702
124,"(1.2807711362838745, 0.0, 0.0, 0.0)","(1.306688666343689, 0.0, 0.0, 0.0)",2108.6699278683427,2119.2768552037455
125,"(15.618624687194824, 0.0, 0.0, 0.0)","(74.68708801269531, 0.0, 0.0, 0.0)",1486.90458543646,37526.97880525711
126,"(34.25612258911133, 0.0, 0.0, 0.0)","(52.5962028503418, 0.0, 0.0, 0.0)",55.55252661548868,48.89499389107594
127,"(22.143291473388672, 0.0, 0.0, 0.0)","(22.126150131225586, 0.0, 0.0, 0.0)",259.8757926934105,259.42764908653584
128,"(11.937956809997559, 0.0, 0.0, 0.0)","(11.765344619750977, 0.0, 0.0, 0.0)",419.65954308813747,419.3337270547318
129,"(29.812685012817383, 0.0, 0.0, 0.0)","(77.57913208007812, 0.0, 0.0, 0.0)",614.8060915364159,598.4013583738936
130,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",837.3336078070935,837.0368275314382
131,"(12.350201606750488, 0.0, 0.0, 0.0)","(12.34791088104248, 0.0, 0.0, 0.0)",4454.477494557698,4464.464584653473
132,"(55.386993408203125, 0.0, 0.0, 0.0)","(54.84466552734375, 0.0, 0.0, 0.0)",4715.386825561291,4770.701919555431
133,"(16.719371795654297, 0.0, 0.0, 0.0)","(16.50023651123047, 0.0, 0.0, 0.0)",1532.0215614163835,1537.9151898982625
134,"(2.318028211593628, 0.0, 0.0, 0.0)","(72.77118682861328, 0.0, 0.0, 0.0)",418.45205225685544,35768.383164238236
135,"(13.425152778625488, 0.0, 0.0, 0.0)","(13.191530227661133, 0.0, 0.0, 0.0)",1989.2084274134727,1990.790678618472
136,"(18.06283187866211, 0.0, 0.0, 0.0)","(80.38261413574219, 0.0, 0.0, 0.0)",1623.5484557621355,35346.20956693789
137,"(10.728555679321289, 0.0, 0.0, 0.0)","(10.47951889038086, 0.0, 0.0, 0.0)",1181.6043699418763,1185.7193009259965
138,"(11.475733757019043, 0.0, 0.0, 0.0)","(11.415349006652832, 0.0, 0.0, 0.0)",331.53136450029655,331.64792188635766
139,"(14.022818565368652, 0.0, 0.0, 0.0)","(13.77745246887207, 0.0, 0.0, 0.0)",532.9358889757552,533.3706220486719
140,"(7.95128059387207, 0.0, 0.0, 0.0)","(58.25034713745117, 0.0, 0.0, 0.0)",1018.3892773625333,8.940599370550473
141,"(19.177385330200195, 0.0, 0.0, 0.0)","(19.2635440826416, 0.0, 0.0, 0.0)",234.36962481103313,236.26504293548567
142,"(17.350595474243164, 0.0, 0.0, 0.0)","(56.86830139160156, 0.0, 0.0, 0.0)",1497.8160442077678,11.332423315623057
143,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",1007.8285665912088,1011.0805197479006
144,"(23.02922248840332, 0.0, 0.0, 0.0)","(23.036344528198242, 0.0, 0.0, 0.0)",373.26423802390775,373.4888391880696
145,"(11.982666969299316, 0.0, 0.0, 0.0)","(45.12751388549805, 0.0, 0.0, 0.0)",1009.7608720523517,315.5115985691734
146,"(9.979976654052734, 0.0, 0.0, 0.0)","(10.019758224487305, 0.0, 0.0, 0.0)",985.8635563642407,986.7023625165845
147,"(5.314694881439209, 0.0, 0.0, 0.0)","(55.42408752441406, 0.0, 0.0, 0.0)",878.4363721917304,9.568123991732708
148,"(17.671695709228516, 0.0, 0.0, 0.0)","(16.887605667114258, 0.0, 0.0, 0.0)",1601.8780559311829,1595.5290220379643
149,"(15.697249412536621, 0.0, 0.0, 0.0)","(58.254634857177734, 0.0, 0.0, 0.0)",320.6319391522523,8.878049886102907
150,"(2.7082972526550293, 0.0, 0.0, 0.0)","(33.12126541137695, 0.0, 0.0, 0.0)",2285.4991656746215,657.7075949809777
151,"(16.83251953125, 0.0, 0.0, 0.0)","(61.319671630859375, 0.0, 0.0, 0.0)",177.74451643432272,6.640522480729882
152,"(31.229501724243164, 0.0, 0.0, 0.0)","(70.19215393066406, 0.0, 0.0, 0.0)",174.85245047012964,189.6689229392343
153,"(18.177507400512695, 0.0, 0.0, 0.0)","(18.100811004638672, 0.0, 0.0, 0.0)",899.4721571172898,901.3614493194553
154,"(1.233884572982788, 0.0, 0.0, 0.0)","(1.0525230169296265, 0.0, 0.0, 0.0)",1037.889030858021,1040.8189251766091
155,"(6.6114654541015625, 0.0, 0.0, 0.0)","(6.634672164916992, 0.0, 0.0, 0.0)",570.8343153493195,570.8502150745942
156,"(37.90520477294922, 0.0, 0.0, 0.0)","(78.45316314697266, 0.0, 0.0, 0.0)",148.5505659824321,12672.974125820541
157,"(28.834125518798828, 0.0, 0.0, 0.0)","(77.11318969726562, 0.0, 0.0, 0.0)",3964.151584475301,41351.421054168604
158,"(16.65583038330078, 0.0, 0.0, 0.0)","(16.53850746154785, 0.0, 0.0, 0.0)",1761.1949511036898,1762.2909346793058
159,"(4.656767845153809, 0.0, 0.0, 0.0)","(4.556911945343018, 0.0, 0.0, 0.0)",1374.073257747699,1381.906206277432
160,"(72.30376434326172, 0.0, 0.0, 0.0)","(69.42762756347656, 0.0, 0.0, 0.0)",18150.788265462146,18374.549167975947
161,"(10.388151168823242, 0.0, 0.0, 0.0)","(10.231632232666016, 0.0, 0.0, 0.0)",690.0044775850782,689.9170647910265
162,"(28.774736404418945, 0.0, 0.0, 0.0)","(47.415611267089844, 0.0, 0.0, 0.0)",3087.850113173326,1062.4251930610171
163,"(10.821765899658203, 0.0, 0.0, 0.0)","(34.70600128173828, 0.0, 0.0, 0.0)",963.4720309999924,478.65900203878505
164,"(25.654727935791016, 0.0, 0.0, 0.0)","(59.735015869140625, 0.0, 0.0, 0.0)",2549.053731998091,9.390313594403331
165,"(2.9841060638427734, 0.0, 0.0, 0.0)","(100.0, 0.0, 0.0, 0.0)",1310.639347758351,6376.070737821309
166,"(20.654287338256836, 0.0, 0.0, 0.0)","(20.570770263671875, 0.0, 0.0, 0.0)",922.8872369921041,923.0547784960104
167,"(18.915937423706055, 0.0, 0.0, 0.0)","(18.91153907775879, 0.0, 0.0, 0.0)",453.06565682575,454.6994513439063
168,"(19.58059310913086, 0.0, 0.0, 0.0)","(51.295005798339844, 0.0, 0.0, 0.0)",3455.6774808531627,13831.081261385
169,"(9.208559036254883, 0.0, 0.0, 0.0)","(9.028611183166504, 0.0, 0.0, 0.0)",5908.005014766035,5923.5489345939
170,"(0.0, 0.0, 0.0, 0.0)","(57.798973083496094, 0.0, 0.0, 0.0)",399.11948877974186,10.252362094039295
171,"(10.773629188537598, 0.0, 0.0, 0.0)","(10.757526397705078, 0.0, 0.0, 0.0)",1095.0526005914662,1095.3032111356763
172,"(21.210493087768555, 0.0, 0.0, 0.0)","(21.232641220092773, 0.0, 0.0, 0.0)",343.09992691426646,343.520297001741
173,"(13.359294891357422, 0.0, 0.0, 0.0)","(78.46552276611328, 0.0, 0.0, 0.0)",314.2874825459564,40089.08067431192
174,"(4.584550857543945, 0.0, 0.0, 0.0)","(4.536375999450684, 0.0, 0.0, 0.0)",854.3955251316711,856.6814014550571
175,"(21.84878158569336, 0.0, 0.0, 0.0)","(22.188081741333008, 0.0, 0.0, 0.0)",1092.9213746404275,1093.911305245012
176,"(15.27277660369873, 0.0, 0.0, 0.0)","(59.689334869384766, 0.0, 0.0, 0.0)",349.98260506405495,6.803279772168025
177,"(25.27122688293457, 0.0, 0.0, 0.0)","(25.280345916748047, 0.0, 0.0, 0.0)",180.0084407603122,180.27219326864065
178,"(26.65473747253418, 0.0, 0.0, 0.0)","(62.00608444213867, 0.0, 0.0, 0.0)",367.05751098608596,457.57070402569536
179,"(7.320048809051514, 0.0, 0.0, 0.0)","(59.19291687011719, 0.0, 0.0, 0.0)",1145.1183107512422,9.025916591513097
180,"(7.698015213012695, 0.0, 0.0, 0.0)","(7.321529388427734, 0.0, 0.0, 0.0)",1665.5681165736019,1672.8619714823312
181,"(0.0, 0.0, 0.0, 0.0)","(16.28656578063965, 0.0, 0.0, 0.0)",2636.4889992509334,1414.0978902997253
182,"(3.8276405334472656, 0.0, 0.0, 0.0)","(3.7984778881073, 0.0, 0.0, 0.0)",1310.5101194398012,1312.70059801545
183,"(11.68376636505127, 0.0, 0.0, 0.0)","(80.58751678466797, 0.0, 0.0, 0.0)",204.01325231059332,42312.651101254865
184,"(13.50284194946289, 0.0, 0.0, 0.0)","(13.134977340698242, 0.0, 0.0, 0.0)",1928.5897854106977,1935.1901451761248
185,"(6.841645240783691, 0.0, 0.0, 0.0)","(6.808899402618408, 0.0, 0.0, 0.0)",189.16739189459216,189.1230600261026
186,"(26.942367553710938, 0.0, 0.0, 0.0)","(26.378509521484375, 0.0, 0.0, 0.0)",2350.3768916304857,2368.3811041629506
187,"(0.0, 0.0, 0.0, 0.0)","(54.803340911865234, 0.0, 0.0, 0.0)",3226.625824590572,12.235545978376702
188,"(20.719680786132812, 0.0, 0.0, 0.0)","(57.97505187988281, 0.0, 0.0, 0.0)",1621.2774955193415,13.09809137961128
189,"(9.937627792358398, 0.0, 0.0, 0.0)","(78.73538208007812, 0.0, 0.0, 0.0)",707.8275010171864,105.48728057731769
190,"(8.795920372009277, 0.0, 0.0, 0.0)","(8.78398609161377, 0.0, 0.0, 0.0)",594.5005084540074,594.6935567255649
191,"(19.623489379882812, 0.0, 0.0, 0.0)","(60.1590690612793, 0.0, 0.0, 0.0)",302.5625400605301,9.318134416722588
192,"(24.579151153564453, 0.0, 0.0, 0.0)","(75.54435729980469, 0.0, 0.0, 0.0)",685.8925880496888,40467.28190805495
193,"(33.42081069946289, 0.0, 0.0, 0.0)","(33.424983978271484, 0.0, 0.0, 0.0)",70.37117220251821,70.38270784704946
194,"(18.017972946166992, 0.0, 0.0, 0.0)","(61.770328521728516, 0.0, 0.0, 0.0)",191.84652018198096,10.69806568364275
195,"(6.75178337097168, 0.0, 0.0, 0.0)","(59.25630569458008, 0.0, 0.0, 0.0)",1454.8061786767973,55.08896741192894
196,"(17.210054397583008, 0.0, 0.0, 0.0)","(78.2170639038086, 0.0, 0.0, 0.0)",315.3734726137742,201.37049471462026
197,"(32.3422737121582, 0.0, 0.0, 0.0)","(32.451839447021484, 0.0, 0.0, 0.0)",7642.84354053532,7652.417012117714
198,"(22.201236724853516, 0.0, 0.0, 0.0)","(62.453125, 0.0, 0.0, 0.0)",1621.4994493927488,9.560124266210254
199,"(9.648550987243652, 0.0, 0.0, 0.0)","(21.57737159729004, 0.0, 0.0, 0.0)",7024.406748809747,1799.7695101035963
200,"(30.197772979736328, 0.0, 0.0, 0.0)","(39.10038757324219, 0.0, 0.0, 0.0)",2298.5636742177107,1200.6165197664457
